search URL:,https://patents.google.com/?q=%28~patent%252fUS20180069262A1%29&q=%28~patent%252fUS11705576B2%29&q=%28~patent%252fUS11258057B2%29&q=%28~patent%252fCN110311168B%29&q=%28~patent%252fCN111344812B%29&q=%28~patent%252fCN111509222A%29&q=%28~patent%252fCN114122503A%29&q=%28~patent%252fGB2039864A%29&oq=%28~patent%252fCN111344812B%29+OR+%28~patent%252fUS11705576B2%29+OR+%28~patent%252fUS11258057B2%29+OR+%28~patent%252fUS20180069262A1%29+OR+%28~patent%252fCN110311168B%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-2021072288-A,"Solid ion conductor compound, solid electrolyte including solid ion conductor compound, electrochemical cell including solid ion conductor compound, and method of preparing solid ion conductor compound ","三星エスディアイ株式会社ＳＡＭＳＵＮＧ ＳＤＩ Ｃｏ．， ＬＴＤ．, Samsung Sdi Co Ltd, 三星エスディアイ株式会社","錫守 李, Seok-Soo Lee, 錫守 李, ▲ヒュン▼錫 金, Hyun-Suk Kim, ▲ヒュン▼錫 金, 素▲妍▼ 金, Soyeon Kim, 素▲妍▼ 金",2019-11-01,2020-11-02,2021-05-06,,https://patents.google.com/patent/JP2021072288A/en,https://patentimages.storage.googleapis.com/03/17/2d/6599b7b9437497/2021072288-6.png
JP-2018014322-A,"Positive electrode active material particle powder for nonaqueous electrolyte secondary batteries, method for manufacturing the same, and nonaqueous electrolyte secondary battery ","Ｂａｓｆ戸田バッテリーマテリアルズ合同会社, Basf Toda Battery Materials Llc","竜太 正木, Ryuta Masaki, 竜太 正木, 亮尚 梶山, Akihisa Kajiyama, 亮尚 梶山, 雅之 上神, Masayuki Uekami, 雅之 上神, 正実 上田, Masami Ueda, 正実 上田, 和順 松本, Kazunobu Matsumoto, 和順 松本",2016-07-12,2017-07-12,2018-01-25,,https://patents.google.com/patent/JP2018014322A/en,
CN-110459798-B,"Sulfide solid electrolyte with core-shell structure, preparation method and solid-state battery ",浙江锋锂新能源科技有限公司,"许晓雄, 黄晓, 张秩华",2019-07-17,2019-07-17,2022-09-20,2022-09-20,https://patents.google.com/patent/CN110459798B/en,
US-9859562-B2,Positive electrode mix ,"Idemitsu Kosan Co., Ltd.","Hiromichi Koshika, Hiroyuki Higuchi, Takayoshi Kambara",2012-06-29,2013-06-25,2018-01-02,2018-01-02,https://patents.google.com/patent/US9859562B2/en,https://patentimages.storage.googleapis.com/15/db/45/4025bb616c6f74/US09859562-20180102-D00001.png
US-2017149053-A1,Battery electrode with metal particles and pyrolyzed coating ,"Sharp Laboratories Of America, Inc.","Yuhao Lu, Long Wang, Jong-Jan Lee",2012-03-28,2017-02-03,2017-05-25,,https://patents.google.com/patent/US20170149053A1/en,https://patentimages.storage.googleapis.com/97/03/66/3a00dfee8fb7d2/US20170149053A1-20170525-D00000.png
TW-I501456-B,Non-aqueous electrolyte battery negative electrode material and non-aqueous electrolyte battery anode material manufacturing method and lithium-ion battery ,Shinetsu Chemical Co,Nobuo Kawada,2010-04-05,2011-03-31,2015-09-21,2015-09-21,https://patents.google.com/patent/TWI501456B/en,
CN-111295720-B,Solid electrolyte material and battery ,松下知识产权经营株式会社,"浅野哲也, 酒井章裕, 西尾勇祐, 境田真志, 宫崎晃畅, 长谷川真也",2018-01-05,2018-12-17,2022-05-10,2022-05-10,https://patents.google.com/patent/CN111295720B/en,https://patentimages.storage.googleapis.com/41/51/3d/f2bae26dd03543/HDA0002474582480000011.png
CN-112203975-B,Sulfide solid electrolyte and battery ,三井金属矿业株式会社,"高桥司, 伊藤崇广, 筑本崇嗣, 八木辉明",2018-11-08,2019-11-06,2021-07-23,2021-07-23,https://patents.google.com/patent/CN112203975B/en,https://patentimages.storage.googleapis.com/a2/07/ac/b80d2c4f369837/HDA0002799925610000011.png
US-9269954-B2,Production process for lithium-silicate-system compound ,"National Institute Of Advanced Industrial Science And Technology, Kabushiki Kaisha Toyota Jidoshokki","Toshikatsu Kojima, Tetsuo Sakai, Takuhiro Miyuki, Yasue Okuyama, Akira Kojima, Junichi Niwa, Hitotoshi Murase",2009-02-04,2009-11-20,2016-02-23,2016-02-23,https://patents.google.com/patent/US9269954B2/en,https://patentimages.storage.googleapis.com/18/3b/aa/300e85fb6956a6/US09269954-20160223-D00000.png
CN-106450439-A,Solid electrolyte material and all solid lithium battery ,丰田自动车株式会社,"冲英里香, 长田尚己",2015-08-05,2016-07-29,2017-02-22,,https://patents.google.com/patent/CN106450439A/en,
US-10361451-B2,"Sulfide solid electrolyte material, lithium solid battery, and producing method for sulfide solid electrolyte material ",Toyota Jidosha Kabushiki Kaisha,"Iwao Nitta, Naotaka Sawada, Nobuaki Takazawa",2016-02-26,2017-01-18,2019-07-23,2019-07-23,https://patents.google.com/patent/US10361451B2/en,https://patentimages.storage.googleapis.com/91/64/d0/59d5ed75800b37/US10361451-20190723-D00000.png
US-10818964-B2,Composite solid electrolyte ,Toyota Jidosha Kabushiki Kaisha,"Shingo Ohta, Hideyuki Yamamura",2015-12-07,2016-11-25,2020-10-27,2020-10-27,https://patents.google.com/patent/US10818964B2/en,https://patentimages.storage.googleapis.com/63/d8/d8/1d57ac9f43015d/US10818964-20201027-D00000.png
US-2020194831-A1,"Solid electrolyte sheet, method for manufacturing same, and sodium ion all-solid-state secondary cell ","Nippon Electric Glass Co., Ltd.","Junichi IKEJIRI, Hideo Yamauchi, Fumio Sato",2015-08-10,2020-02-21,2020-06-18,,https://patents.google.com/patent/US20200194831A1/en,https://patentimages.storage.googleapis.com/f1/95/db/9bb4cf03237b18/US20200194831A1-20200618-D00001.png
JP-7129075-B2,"Inorganic sulfide solid electrolyte with high atmospheric stability, its production method, and its application ","国聯汽車動力電池研究院有限責任公司, ウェスタンオンタリオ大学","シュエリヤン サン, ジャンウェン リャン, シャオナ リ, ファン ファン, シーガン ル, リ ジャン, シャンキアン ジャオ",2019-04-30,2019-12-06,2022-09-01,2022-09-01,https://patents.google.com/patent/JP7129075B2/en,https://patentimages.storage.googleapis.com/fe/f7/66/8ec71e24c69a85/0007129075000001.png
CN-110556522-B,"Positive electrode mixture, all-solid-state battery, and method for producing positive electrode mixture ",丰田自动车株式会社,野濑雅文,2018-06-01,2019-05-17,2022-08-30,2022-08-30,https://patents.google.com/patent/CN110556522B/en,https://patentimages.storage.googleapis.com/6c/35/75/e714728a266a35/HDA0002063282570000011.png
CN-111295719-B,Solid electrolyte material and battery ,松下知识产权经营株式会社,"酒井章裕, 浅野哲也, 境田真志, 西尾勇祐, 宫崎晃畅, 长谷川真也",2018-01-05,2018-11-13,2022-03-29,2022-03-29,https://patents.google.com/patent/CN111295719B/en,https://patentimages.storage.googleapis.com/f5/5f/76/07ad209587d202/HDA0002473408690000011.png
JP-7182633-B2,Solid electrolyte for lithium-ion electrochemical cells ,"サフト, ユニヴェルシテ・ド・パリ－エ・クレテイユ・ヴァル・ド・マルヌ（ユーペーウセー）, サントル・ナショナル・ド・ラ・ルシェルシェ・シアンティフィーク（セーエヌエールエス）","ジョルディ・クリスチャン, ロペス－アラングレン・ペドロ, ダオ・ハ・アイン, ラロシュ・ミシェル, ザン・ジュンシェン, キュイヴァ・フェルミン",2017-09-22,2018-09-20,2022-12-02,2022-12-02,https://patents.google.com/patent/JP7182633B2/en,https://patentimages.storage.googleapis.com/9d/e8/c5/8b3a17a7d76ce1/0007182633000005.png
CN-104659411-B,Sulfide solid electrolyte material ,丰田自动车株式会社,"辰己砂昌弘, 林晃敏, 滨重规, 川本浩二, 土田靖, 长濑浩, 上野幸义, 神谷正人",2009-02-27,2010-02-02,2017-06-13,2017-06-13,https://patents.google.com/patent/CN104659411B/en,
US-2016028106-A1,"Sulfide solid electrolyte material, battery, and method for producing sulfide solid electrolyte material ",Toyota Jidosha Kabushiki Kaisha,Yuki KATO,2014-07-22,2015-07-13,2016-01-28,,https://patents.google.com/patent/US20160028106A1/en,https://patentimages.storage.googleapis.com/2f/1e/4e/35ef14ab49907e/US20160028106A1-20160128-D00001.png
KR-101506109-B1,"Sulfide solid electrolyte material, lithium solid-state battery, and method for producing sulfide solid electrolyte material ",도요타 지도샤（주）,"다카마사 오토모, 고지 가와모토, 시게노리 하마, 유키 가토",2011-07-06,2012-06-19,2015-03-25,2015-03-25,https://patents.google.com/patent/KR101506109B1/en,https://patentimages.storage.googleapis.com/8d/7e/f9/486aa65c7c5e23/112013119049642-pct00004.png
WO-2020208872-A1,Lithium metal complex oxide powder and lithium secondary battery positive electrode active material ,住友化学株式会社,"健二 高森, 友也 黒田",2019-04-12,2019-12-20,2020-10-15,,https://patents.google.com/patent/WO2020208872A1/en,https://patentimages.storage.googleapis.com/13/62/e8/3fb851916762b3/JPOXMLDOC01-appb-D000004.png
US-2017324081-A1,"Nickel manganese composite hydroxide particles and manufacturing method thereof, cathode active material for a non-aqueous electrolyte secondary battery and manufacturing method thereof, and a non-aqueous electrolyte secondary battery ","Sumitomo Metal Mining Co., Ltd.","Hiroyuki Toya, Kazuomi Ryoshi, Toshiyuki Osako",2011-06-07,2017-07-21,2017-11-09,,https://patents.google.com/patent/US20170324081A1/en,https://patentimages.storage.googleapis.com/ae/c8/17/d05899e5f2a5a2/US20170324081A1-20171109-D00000.png
US-10938062-B2,"Sulfide solid electrolyte material, lithium solid battery and method of preparing sulfide solid electrolyte material ",Toyota Jidosha Kabushiki Kaisha,"Koichi Sugiura, Shigenori Hama, Miwako Ohashi",2012-12-27,2018-12-14,2021-03-02,2021-03-02,https://patents.google.com/patent/US10938062B2/en,https://patentimages.storage.googleapis.com/69/30/d0/d4d1c3e18e4141/US10938062-20210302-D00000.png
US-10090558-B2,Solid electrolyte ,"Idemitsu Kosan Co., Ltd.","Takayoshi Kambara, Hiroyuki Higuchi, Hiroyuki Tamura, Masaru Nakagawa, Tadanori Junke",2012-11-06,2017-04-20,2018-10-02,2018-10-02,https://patents.google.com/patent/US10090558B2/en,https://patentimages.storage.googleapis.com/b3/e5/60/15e8580277ccfa/US10090558-20181002-D00001.png
JP-7176937-B2,Method for producing composite solid electrolyte ,"トヨタ自動車株式会社, 国立大学法人大阪大学","一生 杉山, 健 宇佐美, 裕隆 家",2018-11-21,2018-11-21,2022-11-22,2022-11-22,https://patents.google.com/patent/JP7176937B2/en,https://patentimages.storage.googleapis.com/41/a8/c2/7f098625f881a7/0007176937000004.png
JP-6063503-B2,"Pure phase lithium aluminum titanium phosphate, process for its production and use thereof ","ジュート−ヘミー イーペー ゲーエムベーハー ウント コー カーゲーＳｕｅｄ−Ｃｈｅｍｉｅ Ｉｐ Ｇｍｂｈ ＆ Ｃｏ． Ｋｇ, ジュート−ヘミー  イーペー  ゲーエムベーハー  ウント  コー  カーゲー","ホルツアプフェル，ミカエル, エイスグルーバー，マックス, ゲルハルト ヌスプル，, ゲルハルト ヌスプル，",2009-10-16,2015-03-17,2017-01-18,2017-01-18,https://patents.google.com/patent/JP6063503B2/en,https://patentimages.storage.googleapis.com/c5/ee/4f/3fcb6312d3af26/0006063503-2.png
KR-101902649-B1,Solid-state lithium battery ,도요타 지도샤（주）,"마사시 고다마, 사토시 와카스기",2015-12-18,2016-12-13,2018-09-28,2018-09-28,https://patents.google.com/patent/KR101902649B1/en,https://patentimages.storage.googleapis.com/a6/75/06/e49f222d44ed3a/112016122175795-pat00010.png
JP-6968563-B2,Lithium all-solid-state battery ,"ザ リージェンツ オブ ザ ユニバーシティ オブ コロラド, ア ボディー コーポレイトTHE REGENTS OF THE UNIVERSITY OF COLORADO, a body corporate, ザ リージェンツ オブ ザ ユニバーシティ オブ コロラド，ア ボディー コーポレイト","エー．イェルサック トーマス, リ セヘ, ストルト コンラッド",2012-01-10,2017-04-04,2021-11-17,2021-11-17,https://patents.google.com/patent/JP6968563B2/en,https://patentimages.storage.googleapis.com/71/60/e6/46e8ca252afcb5/0006968563-9.png
CN-115023770-A,"Sulfide solid electrolyte, and electrode composite material, solid electrolyte layer, and battery using same ",三井金属矿业株式会社,"中山祐辉, 伊藤崇广, 高桥司",2020-03-23,2021-03-15,2022-09-06,,https://patents.google.com/patent/CN115023770A/en,https://patentimages.storage.googleapis.com/86/07/9e/9c5cf9c69124a5/HDA0003756252720000011.png
JP-2022537206-A,Lithium ion conductive haloboro-oxysulfides ,"ビーエーエスエフ ソシエタス・ヨーロピア, ユニバーシティ オブ ウォータールー","カウプ，カヴィシュ, ナザール，リンダ, クリシュ，イェルン, ウー，シヤオハン",2019-06-17,2020-06-16,2022-08-24,,https://patents.google.com/patent/JP2022537206A/en,https://patentimages.storage.googleapis.com/df/da/c8/77e2bb53027f6b/2022537206000004.png
CN-110556523-B,"Positive electrode mixture, all-solid-state battery, method for producing positive electrode mixture, and method for producing all-solid-state battery ",丰田自动车株式会社,"野濑雅文, 竹内和也, 池田有生",2018-06-01,2019-05-21,2022-08-30,2022-08-30,https://patents.google.com/patent/CN110556523B/en,https://patentimages.storage.googleapis.com/4c/f1/b7/3eb6d863e26434/HDA0002066362080000011.png
CN-110176627-B,Lithium lanthanum zirconium oxygen-based solid electrolyte material capable of inhibiting lithium dendrite and preparation method and application thereof ,济宁克莱泰格新能源科技有限公司,"郭向欣, 郭新, 赵宁",2019-06-18,2019-06-18,2023-02-28,2023-02-28,https://patents.google.com/patent/CN110176627B/en,https://patentimages.storage.googleapis.com/70/ce/4a/4d50124475f822/190618122700.png
EP-3145869-B1,Compositions containing doped nickelate compounds ,Faradion Ltd.,"Ruth Sayers, Jeremy Barker, Richard Heap",2014-05-22,2015-05-20,2020-07-08,2020-07-08,https://patents.google.com/patent/EP3145869B1/en,https://patentimages.storage.googleapis.com/ed/5d/d6/63ed215fa9d8d0/imgf0001.png
JP-6256980-B2,"Sulfide solid electrolyte material, battery, and method for producing sulfide solid electrolyte material ","国立大学法人東京工業大学, トヨタ自動車株式会社","了次 菅野, 了次 菅野, 雅章 平山, 雅章 平山, 祐樹 加藤, 祐樹 加藤, 崇督 大友, 崇督 大友, 久嗣 山崎, 久嗣 山崎, 真世 川上, 真世 川上",2014-01-31,2014-01-31,2018-01-10,2018-01-10,https://patents.google.com/patent/JP6256980B2/en,https://patentimages.storage.googleapis.com/92/d9/6b/454eed876e6c49/0006256980-3.png
US-2022173430-A1,"Solid electrolyte, electrode for lithium ion battery, and lithium ion battery ",National University Corporation Toyohashi University Of Technology,"Atsunori Matsuda, Hiroyuki Muto, Phuc Huu Huy NGUYEN",2019-03-08,2020-03-06,2022-06-02,,https://patents.google.com/patent/US20220173430A1/en,https://patentimages.storage.googleapis.com/05/28/82/eba7b4a1943770/US20220173430A1-20220602-D00000.png
CN-106611872-A,Lithium sulfide solid electrolyte material of silver-containing halogen compound composite powder and preparation method thereof ,桂林电器科学研究院有限公司,"朱凌云, 王振宇, 张天锦",2017-02-13,2017-02-13,2017-05-03,,https://patents.google.com/patent/CN106611872A/en,
KR-101233410-B1,"Cathode active material for lithium secondary battery, method for preparing same, and lithium battery comprising same ",한국과학기술원,"강기석, 박영욱, 샤쿡 압둘",2011-01-31,2011-01-31,2013-02-15,2013-02-15,https://patents.google.com/patent/KR101233410B1/en,https://patentimages.storage.googleapis.com/ca/26/94/01d67c18820970/112011007714229-pat00001.png
CN-116154273-A,Binary co-doped sulfur silver germanium ore type solid electrolyte and preparation and application thereof ,上海交通大学,"段华南, 李国耀, 郑鸿鹏, 吴绍平",2022-11-30,2022-11-30,2023-05-23,,https://patents.google.com/patent/CN116154273A/en,https://patentimages.storage.googleapis.com/3a/33/f3/dd4cf50ec643ad/HDA0003973027510000011.png
JP-2020061326-A,Solid electrolyte ,"トヨタ自動車株式会社, Toyota Motor Corp","竹内　和也, Kazuya Takeuchi, 和也 竹内, 真也 塩谷, Shinya Shiotani, 真也 塩谷, 崇督 大友, Takamasa Otomo, 崇督 大友",2018-10-12,2018-10-12,2020-04-16,,https://patents.google.com/patent/JP2020061326A/en,
JP-7105133-B2,Method for producing crystalline sulfide-based solid electrolyte ,三井金属鉱業株式会社,"崇広 伊藤, 司 高橋, 優 百武",2018-08-10,2018-08-10,2022-07-22,2022-07-22,https://patents.google.com/patent/JP7105133B2/en,https://patentimages.storage.googleapis.com/e8/20/98/9dba9c6f71a34f/0007105133000002.png
JP-7301005-B2,Sulfide-based solid electrolyte and all-solid lithium-ion battery ,Ｊｘ金属株式会社,誠 木村,2020-01-08,2020-01-08,2023-06-30,2023-06-30,https://patents.google.com/patent/JP7301005B2/en,
WO-2019003986-A1,Sulfide solid electrolyte ,出光興産株式会社,"佐藤　淳, 恒太 寺井, 太 宇都野",2017-06-29,2018-06-18,2019-01-03,,https://patents.google.com/patent/WO2019003986A1/en,https://patentimages.storage.googleapis.com/e9/90/ed/0025c46af33f9d/JPOXMLDOC01-appb-D000005.png
KR-20190022310-A,All solid state secondary battery ,"삼성전자주식회사, 카를스루에 인스티튜트 오브 테크놀러지","세이타로 이토, 울데리코 울리씨, 유이치 아이하라, 알베르토 바르지, 스테파노 페세리니",2017-08-25,2018-07-02,2019-03-06,,https://patents.google.com/patent/KR20190022310A/en,https://patentimages.storage.googleapis.com/48/76/e5/db84137c82ee1a/pat00001.png
JP-7022616-B2,Manufacturing method of positive electrode active material ,"Fdk株式会社, Ｆｄｋ株式会社","羊一郎 河野, 信三 藤井",2018-02-27,2018-02-27,2022-02-18,2022-02-18,https://patents.google.com/patent/JP7022616B2/en,https://patentimages.storage.googleapis.com/36/a4/d7/a8fb8df7829425/0007022616000003.png
CN-106785017-A,"A kind of lithium sulfide system solid electrolyte material for adding lithium-tin alloy, silver iodide and silver chlorate and preparation method thereof ",桂林电器科学研究院有限公司,"王振宇, 朱凌云, 张天锦, 何旻雁, 刘鑫雨",2017-02-13,2017-02-13,2017-05-31,,https://patents.google.com/patent/CN106785017A/en,
JP-2021132019-A,"Solid electrolytic material, production method thereof, and battery ","日亜化学工業株式会社, Nichia Chem Ind Ltd","健人 以西, Taketo Isai, 健人 以西, 泰弘 吉田, Yasuhiro Yoshida, 泰弘 吉田, 昌宏 村山, Masahiro Murayama, 昌宏 村山, 譲太 森本, Jota Morimoto, 譲太 森本",2020-02-21,2020-02-21,2021-09-09,,https://patents.google.com/patent/JP2021132019A/en,https://patentimages.storage.googleapis.com/7d/7f/87/c0b1552a8151d1/2021132019-5.png
